Title	Abstract
System Dynamics Model For Hospital Waste Characterisation and Generation in Developing Countries.	Waste management policy makers always face the problem of how to predict the future amount and composition of medical solid waste, which in turn will help determine the most appropriate treatment, recycling and disposal strategy. An accurate prediction can assist in both the planning and design of medical solid waste management systems. Insufficient budget and unavailable management capacity are the main reasons for the scarcity of medical solid waste quantities and components historical records, which are so important in long-term system planning and short-term expansion programs. This paper presents a new technique, using system dynamics modelling, to predict generated medical solid waste in a developing urban area, based on a set of limited samples from Jenin District hospitals, Palestine.  The findings of the model present the trend of medical solid waste generation together with its different components and indicate that a new forecasting approach may cover a variety of possible causative models and track inevitable uncertainties when traditional statistical least-squared regression methods are unable to handle such issues.
The Influence of Education on Community Cohesion: Adaptation of Policy to Practice	In the last 15 years, social and community cohesion have become key concepts in European social, migration, and education policy. Although their definitions often remain ambiguous, social and community cohesion typically refer to harmonious coexistence of individuals of all cultural backgrounds within a community. Frequently connected with education at the elementary and secondary level, they are regarded a desirable outcome of compulsory schooling. Drawing on longitudinal data from 2 schools in England, the authors analyze the interplay between national policies of community cohesion and local level practices. In a discussion of the findings, the authors show that, despite the gaps between national policy and local practice, parental and community members’ involvement in school and family education are efficient tools to enhance community cohesion at the local level.
Participants’ Experiences of EMDR Training.	This research projects spans a 6-year period surveying 485 participants’ experiences of eye movement  desensitization and reprocessing (EMDR) training in the United Kingdom and Ireland between the periods  of 2005 and 2011. This research used a mixed research methodology exploring EMDR training participants’  application of EMDR within their current clinical practice. The rationale was to explore potential  differences between EMDR-accredited and EMDR-nonaccredited clinicians in relation to retrospective  reports of treatment. Results indicate that EMDR-accredited clinicians report better treatment outcomes.  An argument is presented that EMDR has progressed from a convergent technique to a divergent psychotherapeutic  approach. Consequently, the research explored whether current EMDR training is “fit for  purpose.” A comprehensive model for EMDR training is outlined, proposing the importance of developing  more EMDR training in academic institutions.
Reducing Muscle Temperature Drop Post Warm-up Improves Sprint Cycling Performance.	PURPOSE:  This study aimed to determine the effect of passive insulation versus external heating during recovery following a sprint specific warm up on thigh muscle temperature and subsequent maximal sprint performance.    METHODS:  On three separate occasions, 11 male cyclists (age 24.7 ± 4.2 years, height 1.82 ± 0.72m, body mass 77.9 ± 9.8 kg; mean ± S.D.) completed a standardized 15 min intermittent warm up on a cycle ergometer, followed by a 30 min passive recovery period before completing a 30 sec maximal sprint test. Muscle temperature was measured in the vastus lateralis at 1, 2 and 3 cm depth prior to and following the warm up and immediately before the sprint test. Absolute and relative peak power output was determined and blood lactate concentration was measured immediately post-exercise. During the recovery period participants wore a tracksuit top and either i) standard tracksuit pants (CONT); ii) insulated athletic pants (INS) or; iii) insulated athletic pants with integrated electric heating elements (HEAT).    RESULTS:  Warm up increased Tm by approximately 2.5°C at all depths, with no differences between conditions. During recovery, Tm remained elevated in HEAT compared to INS and CONT at all depths (p<0.001). Both peak and relative power output were elevated by 9.6% and 9.1% respectively in HEAT compared to CONT (both p<0.05). The increase in blood lactate concentration was greater (p<0.05) post sprint in HEAT (6.3 ± 1.8 mmol/L) but not INS (4.0 ± 1.8 mmol/L) vs. CONT (4.1 ± 1.9 mmol/L).    CONCLUSION:  Passive heating of the thighs between warm up completion and performance execution using pants incorporating electrically heated pads can attenuate the decline in Tm and improve sprint cycling performance.
The Role of Evidence in General Managers’ Decision-making	This paper presents an overview of current academic theory on evidence-based management  (EBM) and considers the extent to which the decision-making processes of 39 senior, general  managers are consistent with this thinking. In the pursuit of this aim the study has utilised  inductive reasoning, qualitative data, purposeful sampling and semi-structured interviews,  based upon the critical incident technique (Flanagan, 1954), to obtain detailed information  regarding the decision-making processes utilised by each of the interviewees in relation to their  most challenging managerial situations. It has been shown that these interviewees utilised only  one of the four main sources of evidence for management decision-making proposed by Briner  and Rousseau (2011). In the light of this finding, ways are identified in which managers may be  able to enhance their business practice by utilising more sources of evidence. In addition, the  study has also identified ways in which current academic thinking needs to be developed so that  it incorporates all of the practices that general managers have utilised. Finally, the implications  for general managers are discussed.
Review of 'A Theory of Craft; Function and Aesthetic Experience'	A Theory of Craft; Function and Aesthetic Experience  Howard Risatti The University of North Carolina Press    Howard Risatti proposes a theory of craft that is born out of a relationship between function and aesthetic experience. This position at once connects natural forms to human needs, as in a nest to the basket, or a watering hole to the bowl, with the meanings that these archetypes are able to carry.......
Client Discourses on the Process of Seeking Same-sex Couple Counselling	How same-sex couples manage the process of seeking help for their relationships is an under-researched area. Twelve semi-structured interviews were conducted with 16 people who had engaged in same-sex couple counselling, and were analysed using discourse analysis. The ways in which the couples positioned themselves as part of a ‘minority group’, or part of a generic group of couples struggling with relationship issues, impacted on how they discussed seeking help. We conclude that counsellors and psychotherapists need to be aware of the ways in which couples construct their relationships, and mindful of the tricky navigations around similarity to, and difference from, different-sex relationships. The impact of this on couples seeking therapeutic help is considered.
Self-monitoring of Blood Glucose in Black Caribbean and South Asian Canadians with Non-insulin Treated Type 2 Diabetes Mellitus: A Qualitative Study of Patients’ Perspectives.	Abstract  Background:To examine the views and current practice of SMBG among Black Caribbean and South Asian  individuals with non-insulin treated Type 2 diabetes mellitus.  Methods: Twelve participants completed semi-structured interviews that were guided by the Health Belief Model  and analyzed using thematic network analysis.  Results: The frequency of monitoring among participants varied from several times a day to once per week. Most  participants expressed similar experiences regarding their views and practices of SMBG. Minor differences across  gender and culture were observed. All participants understood the benefits, but not all viewed SMBG as beneficialto their personal diabetes management. SMBG can facilitate a better understanding and maintenance of self-care behaviours. However, it can trigger both positive and negative emotional responses, such as a sense of  disappointment when high readings are not anticipated, resulting in emotional distress. Health care professionals  play a key role in the way SMBG is perceived and used by patients.  Conclusion:While the majority of participants value SMBG as a self-management tool, barriers exist that impede its  practice, particularly its cost. How individuals cope with these barriers is integral to understanding why some  patients adopt SMBG more than others.
'He Was Like a Zombie': Off-label Prescription of Antipsychotic Drugs in Dementia	This paper explores the legal position of the off-label prescription of antipsychotic medications to people with dementia who experience behavioural and psychological symptoms of dementia (BPSD). Dementia is a challenging illness, and BPSD can be very difficult for carers to manage, with evidence that this contributes to carer strain and can result in the early institutionalisation of people with dementia. As a result, the prescription of antipsychotic and other neuroleptic medications to treat BPSD has become commonplace, in spite of these drugs being untested and unlicensed for use to treat older people with dementia. In recent years, it has become apparent through clinical trials that antipsychotic drugs increase the risk of cerebrovascular accident (stroke) and death in people with dementia. In addition, these types of medication also have other risk factors for people with dementia, including over-sedation and worsening of cognitive function. Drawing on recent questionnaire (n=185), focus group (n=15), and interview (n=11) data with carers of people with dementia, this paper explores the law relating to off-label prescription, and the applicability of medical negligence law to cases where adverse events follow the use of antipsychotic medication. It is argued that the practice of off-label prescribing requires regulatory intervention in order to protect vulnerable patients.
A Model for Proactively Insuring SMEs in the Supply Chain Against Cyber Risk	There has been increasing concern in recent years about the lack of urgency in SMEs regarding security of their information. Concern stems not only from the risks the SMEs are taking not only with their own data, but also with the data they share with supply chain partners. Current surveys have shown that the situation is getting worse with human error compounded by cybercriminals exploiting weaknesses in SME systems and using them to hack supply chain hubs.    In this paper, a researcher and a practitioner from the UK investigate possible reasons for SME apparent lack of interest in securing data, or developing information security management systems (ISMSs). In the absence of UK legislation, the only way SMEs are likely en masse to improve their information security is through pressure from supply chain partners and particularly supply chain hubs. The authors present an interesting development in cyber liability insurance which provides the basis for a cost-effective solution that will encourage good information assurance across the supply chain.
The Influence of New School Buildings upon the Motivation Morale and Job Satisfaction of Teaching Professionals	This research was conducted in response to a government policy to create new school buildings in the United Kingdom. It sought to examine the influence such schools had upon teaching professionals in terms of their motivation, morale and job satisfaction. Using semi-structured interviews, this qualitative, longitudinal study, has focused on two new schools in a rural/urban target authority in the Midlands of the United Kingdom.  The findings support the notion that by creating new schools that teaching professional’s motivation, morale and job satisfaction may be positively influenced and this in turn has a positive impact upon their professional identities. The findings also illustrate that if centrally imposed initiatives are of a context specific nature then they will lead to empowered professionals.  However for some individuals within the profession their initial calling to work with children and alongside colleagues prove to be just as important for their professional motivation and job satisfaction.
The Influence of New School Buildings upon the Motivation,   Morale and Job Satisfaction of Teaching Professionals	The focus for the research is rooted in a recent Labour’s Government (1997-2010) policy of creating new school buildings which involved injecting large amounts of government capital into flagship initiatives such as ‘Schools for the Future’ (DFES, 2002) and ‘Building Schools for the Future’, (BSF) (DFES, 2003). This resulted in the establishment of 1,100 new school buildings over a 10 year period (DCSF, 2008) and led to the injection of £55 billion worth of capital investment. However, as a direct result of the global recession in 2008 and the need for the newly elected coalition government of both the Liberals and Conservatives under the leadership of David Cameron to rein in spending, that Labour’s flagship policies of creating new schools were cancelled in 2010. This resigned the 20-year school building programme to history and the resultant scrapping 715 projects and the saving of £169 million worth of capital monies (Guardian, 2010).    Though forming part of a post-graduate thesis, this research was conceived to investigate the outcomes of such a wide ranging policy upon teaching professionals who now find themselves working in such new school buildings. This research was also designed to fill what is  a paucity of research available relating to the influence of these new schools upon the motivation, morale and job satisfaction of teaching professionals. Given the cessation of Labour’s policy of large capital investment in the creation of new school buildings this research now serves to illustrate the important and value that capital investment in schools merely beyond the creating what may be seen as improved facilities and teaching and learning environments.
Reimagining Athletic Nudity: The Sexualization of Sport as a Sign of a ‘Porno-ization’ of Culture	This paper traces some historical and contemporary instances in which sporting and other bodies naked physiques have been utilized to affect religious, social, ideological, or political agendas. We argue inherent aesthetic values of performative flesh have been lost (or minimized) in recent times which have, intentionally or otherwise, degraded, and objectified the naked body. To satisfy society’s insatiable consumer needs and desires, bodies, especially sporting bodies, have been sexualized to the extreme. This overt sexualization is symptomatic of a wider porno-ization of Western (North American and European) culture and cultural products. Porno-ization (characterized by exploitative modes of production for pecuniary gain) has limited our contemporary readings, and respect for, the body and its educational, transformative, artistic, and emancipatory potential. Tentative though our theorization may be, we call readers to appreciate athletic nudity anew; to reimagine the eroticism of sporting bodies in cultural and aesthetic terms, akin to artistic appreciation, rather, than as provocative objects of sports’ capitalistic desires.
An Evaluation of Older Adults Use of iPads in Eleven UK Care-Homes	The introduction of the iPad and similar form-factor devices (e.g. Samsung Galaxy Tab, Asus Eee Pad and Motorola Xoom) has provided a unique opportunity for older adults to engage with mobile computing devices and platforms. Engagement with ‘traditional’ computing devices amongst older adults, including arguably mobile devices, such as laptop computers is low due to dexterity issues amongst this population (Hertzum & Hornbaek, 2010). Whilst the iPad removes some of the traditional barriers to computer engagement, new barriers including weight and screen reflection are evident to an older user group. This paper provides an exploratory evaluation of how older adults in 11 UK care-home settings and the staff engaged in their care are using iPads to help improve communication, build physical social networks amongst residents, staff and family members, and map the most frequently used applications by an older population during a six-month pilot period. Results suggest that applications involving information searching for personally related and historical information were most valued by older adults. Further, older adults and care staff alike report mainly positive experiences of iPad use in care settings including the increased opportunities for social interaction and the enhancement of intergenerational communication. Additionally, the barriers to use (e.g. device weight) are often overcome by low-tech adaptations and adjustment when using the device. This paper argues that the portability and adaptive nature of the iPad combined with the increased social interaction afforded by device could increase quality of life in care settings.
The Value Paradox – Inducting Undergraduate University Students in a Time of Austerity.	The challenges facing UK higher education are both well documented and controversial; however, pitted against  this context is the requirement for psychology departments to provide an increasingly rich and diverse university  experience for students, whilst ensuring progression and retention remain central to undergraduate provision.  Despite the recognition that induction is of upmost importance in ensuring a successful transition from pretertiary to higher education, many universities are faced with changing budgets in the post-Browne era (Browne,  2010) across all aspects of academic life. Such a challenge presents departments with a unique paradox since  student expectations continue to rise as the dominance of consumerism reaches fruition, whilst budgets continue  to decrease. In acknowledging the importance of induction for both the overall student experience and for  retention, the University of Worcester designed and successfully implemented an induction programme on a  considerably reduced budget. A satisfaction questionnaire was completed by 136 undergraduate students  inducted in 2011 and the results compared to those of 87 students from 2010 (where the induction budget was  considerably higher). The results indicate similar levels of satisfaction and engagement with induction activities  and whilst an off-site activity remains key to the success of induction, such an activity doesn’t have to present  considerable expense. This paper provides an overview of designing an induction programme on a reduced  budget, presents satisfaction results from undergraduate students who completed induction in both 2010 and  2011, and presents suggestions for best practice in the design of induction events for psychology undergraduates.
Relationship Between General and Specific Coordination in 8- to 17-Year-Old Male Basketball Players.	The purpose of the present study was to investigate the relationships  between general coordination, sport-specifi c coordination, and sport-specifi c  fi tness of 8- to 17-year-old male basketball players. 312 males with training experience  ranging from one year in the 8-year-old cohort up to 10 years for the 17-yearolds  performed basketball-specifi c fi tness (20 m sprint, Illinois, countermovement  jump), general coordination (20 m run with three obstacles), semi-basketball-specifi  c coordination (20 m sprint dribbling two balls, countermovement jump with  arm swing) and basketball-specifi c coordination (Illinois ball dribbling) tests. There  were moderate to large correlations between the results of both general and basketball-  specifi c coordination with the results of most basketball-specifi c coordination  tests in all age groups. Correlations between general and basketball-specifi c coordination  were large in four age groups (11–14 yr., r = .52 to r = .76), moderate in fi ve  groups (8–10, 15 & 16 yr., r = .37 to r = .46), while not signifi cant in the 17-year-olds.  These results suggest that the importance of general coordination for sport-specifi c  skills improvements during a sports-specifi c skill acquisition phase, remains high  at the skill refi nement phase, and decreases when sport-specifi c skills have been  mastered to near-perfection.
Collective Identity and Contested Allegiance: A Case of Migrant Professional Fijian Rugby Players	Rugby is widely regarded as Fiji’s ‘national’ sport and Fijian athletes are a prominent  global presence in professional rugby today. Despite such prominence of Fijian athletes  in professional rugby and the social, economic and symbolic significance of the sport in  Fiji, there is a near absence of academic research on Fijian rugby migration. As Fiji has  been deeply implicated in the interests and discourses of colonialism, ethnonationalism  and masculinity, the aim of this study is to explore professional rugby  migration and international competitions as a context for collective identification by  focusing on the interview-generated voices of rugby migrants as well as popular media  discourses. In doing so, we aim to provide an insight into the multiple dimensions of  sport labour migration from the point of view of a developing society that supplies sport  labour across the globe. Our analysis will highlight the complex and contested nature of  rugby migration as it is experienced and viewed by emigrant players and the Fiji public  with a specific focus on the tension between core and periphery dimensions which  surfaces at times of international competition such as the Rugby World Cup.
Development of Social Relationships, Interactions and Behaviours in Early Education Settings	Recent research and policy regarding the advantages of early years provision has focused largely on the enhancement and development of cognitive skills for preschoolers. This study, based in the United Kingdom, focuses on a range of cognitive and social skills and identifies beneficial characteristics of a government pilot scheme for 2-year-olds in areas of social disadvantage. Data were collected from nursery managers and parents across six early years settings using a combination of qualitative and quantitative methods centred around in-depth observational techniques focused on children. Results indicate that in addition to the development of cognitive skills, children showed increased confidence and modes of communication and interaction and that these were associated with the varied activities and routines established within the early years settings. Some variations in terms of frequency and quality of interactions, activities and practice were identified in settings; however, interpersonal support for learning and development was consistent across settings.
Our Distinguished Son: The New Zealand Olympic Committee and the Reappropriation of Jack Lovelock	During the 1920s, New Zealand, in common with other nations,  experienced a period of fluctuating economic conditions, a changing political landscape, and, a resurgence of a (masculine) sports culture.  Stronger trans-Tasman relations and a renewed sense of imperial allegiance, for instance, prompted nationalistic and patriotic resurgence. In addition, regional parochialism challenged the partisanship of central government, growing discontent among working class labourers over wage and working conditions rocked trade industries, concerns over indigenous health and welfare thwarted racial harmony; and global conflict threatened national security and colonial ties.  These tumultuous forces precipitated a reappraisal of New Zealand’s economic position, national direction, identity, and culture, which, in turn, also influenced the country’s sports organisations. Indeed, sport was an active constituent in many of the social and cultural tensions and conflicts in New Zealand life.  Social and cultural forces also influenced the amateur New Zealand Olympic Committee (NZOC) and its involvement in the Olympic Movement. During this time NZOC sent the country’s first ‘national’ team to an Olympic Games and athletes celebrated the first exclusively ‘New Zealand’ Olympic victories. In what follows I examine how NZOC capitalised on the expertise and popularity of Jack Lovelock - one of the country’s top scholars and emerging middle-distance running star of the 1930s – to help develop the organisation and prepare it for future adversities. By re-appropriating Lovelock for their own purposes, I contend, NZOC fortified their own public persona (by basking in reflected glory), and, showed their professional responsibility by demonstrating an attentiveness to athlete concerns; both of which became enduring issues for the organisation.
Using Social Networks as a Catalyst for Change in Global Higher Education Marketing and Recruiting.	Higher education institutes (HEIs) throughout the world are  recognising the potential of using social networking as an outreach method for their marketing and recruiting campaigns and can serve as a catalyst for strategic change within the education sector. This study researched 90 universities in Asia, Africa and Europe to their use of social networking for educational recruiting and marketing. Results showed that HEIs in certain geographic areas do use it, but results are inconsistent among the globe. The innovative functionality provided by social networking has challenged HEI officials who may be inexperienced at utilising the full potential of these sites to better serve the school and its stakeholders. However, it is important that HEIs integrate the use of social media into their marketing programmes in order to better reach their intended audiences and provide for a more successful education experience for students.
A Positive Library Experience for International Students?  Results from a Business Librarians Association survey	The theme of the annual Business Librarians Association BLA) three-day conference held at Stirling Management  Centre during summer 2012 was ‘Going global? Challenges of internationalisation’. Business schools in the UK attract large numbers of international students,2 and the conference  aimed to explore how business librarians can help provide a positive experience for international students.    To support this theme, three business librarians, Stephen Bull from University of Birmingham,Stephanie Allen from University of Worcester and Alison Lahlafi from Sheffield Hallam University, collaborated on a survey of BLA members services to international students.
Self-care Management Education Models in Primary Care	Self-care management for people living with long-term conditions aims to assist the individual in taking responsibility for their own health. This literature  review explores the value and content of the large range of educational models currently in use. Although no single model was found that addressed all the issues, several themes arose. These included the observation that educational models should be based on self-efficacy principles and patient-centred. Method of delivery favoured small groups, using a variety of approaches supported  with written information. Duration of the programmes was mainly 6–8 weeks with a follow-up. Programmes should be offered when the patient is ready and not determined by the condition or at diagnosis. Debate remains over whether  group leaders should be laypeople and professionals; powever, a mixture of both offered the best outcomes. Programmes should not be problem-focused, offering space for support and experience sharing.
Validity and Reliability of a 1500-m Lap-Time Collection  Method Using Public Videos	The collection of retrospective lap times from video footage is a potentially useful research tool to analyze the pacing strategies in any number of competitive events. The aim of this study was to validate a novel method of obtaining running split-time data from publically available video footage. Videos of the 1500-m men’s final from the 2004 and 2008 Olympics, 2005 and 2009 World Championships, and 2010 European Championships  were obtained from the YouTube Web site, and split times were collected from all competitors using  frame-by-frame playback. The typical error of video split times ranged between 0.02 s and 0.11 s for the 4  laps when compared with official split times. Video finishing times were also similar to official finishing times (typical error of 0.04 s). The method was shown to be highly reliable with a typical error of 0.02 s when the same video was analyzed on 2 occasions separated by 8 mo. Video data of track races are widely available;  however, camera angles are not always perpendicular to the start/finish line, and some slower athletes may  cross the line after the camera has panned away. Nevertheless, the typical errors reported here show that when appropriate camera angles are available this method is both valid and reliable.
Using Social Worlds Theory to Explore Influences on  Community Nurses’ Experiences of Providing Out of Hours Paediatric Palliative Care	Abstract  Background: Paediatric oncology palliative care in the community is rare and nationally there is  a lack of standardisation of out of hours nursing service provision.  Objectives: This paper seeks to explore influences on the experiences of paediatric nurses providing out of hours palliative care within the family home to children with cancer. The study used social worlds theory to aid identification and demonstration of the findings.  Methods: Twelve community-based palliative cases were purposively selected from children with cancer treated at one regional centre. Tape-recorded interviews were undertaken with 54 health professionals (general practitioners, community nurses and allied health professionals) involved in providing their palliative care and five facilitated case discussions completed. Data analysis  followed a grounded theory approach; chronological comparative data analysis identifying generated themes. Social worlds theory was used as a framework to examine the data.  Results: Nurses’ experiences are shaped by their social world and those of the nursing team,child and family and the inter-professional team providing the care. The lack of a formalised service, sub-optimal inter-professional working and impact of social worlds influence the experience of the nurse.  Conclusions: Social worlds theory provided a new perspective in understanding these experiences based within a paediatric palliative care setting, knowledge that can be used to inform service provision.
Changing Personas and Evolving Identities: the Contestation and Renegotiation of Researcher Roles in Fieldwork.	The aim of this paper is to discuss the development and evolution of particular personas adopted  by researchers in the quest for rich exchanges within the social field. It analyses my role (the  principal author) as a female ethnographer (and the sole female) in the world of elite male rowing.  Data are drawn from personal notes, reflections and observations during a five-month-long training  camp. My experiences are located within dramaturgical social theory and, in particular, Goffman’s work on face and impression management. The significance of the work is twofold. Firstly, it lies in recognising the strategies we use and the identities we construct as researchers in negotiating the social field towards desired ends. Secondly, it raises awareness of the implications performances have for the nature of the data gathered and the conclusions drawn from them.
Working Beyond 65: a Qualitative Study of Perceived Hazards and Discomforts at Work.	This qualitative study explored self-reports of hazards and discomforts in the workplace and coping strategies among those choosing to work beyond the age of 65 years.  Semi-structured interviews were conducted with 30 people aged 66-91 years. Most worked part-time in professional or administrative roles. Participants described some hazards and discomforts in their current work, but no recent accidents. The main age-related discomfort was tiredness. Other hazards that recurred in participants’ accounts were physical demands of the job, driving, and interpersonal difficulties such as client or customer complaints, and in very rare cases, bullying. Most work-related hazards (e.g. prolonged sitting at computers, lifting heavy items and driving) were thought likely to affect any worker regardless of age. Coping strategies included making adaptations to age-related changes (such as decreased stamina) by keeping fit and being open about difficulties to colleagues, reducing hours of work, altering roles at work, limiting driving, applying expertise derived from previous work experiences, being assertive, using authority and status, and (among the minority employed in larger organisations) making use of supportive company/organisational policies and practices. Overall, the sample took individual responsibility for managing hazards at work and perceived little or no elevation of risk linked to age.
‘It’s Almost Like Talking to a Person’: Student Disclosure to Pedagogical Agents in Sensitive Settings.	This paper presents findings of a pilot study which used pedagogical agents to examine disclosure in educational settings. The study used responsive evaluation to explore how use of pedagogical agents might affect students’ truthfulness and disclosure by asking them to respond to a lifestyle choices survey delivered by a web-based pedagogical agent. Findings indicate that emotional connection with pedagogical agents were intrinsic to the user’s sense of trust and therefore likely to affect levels of truthfulness and engagement. The implications of this study are that truthfulness, personalisation and emotional engagement are all vital components in using pedagogical agents to enhance online learning.
Turning Brass to Muck? A Small Scale Exploration of Charities Use of Charity Bags Collections	The title of this paper is an inversion of the usual cliché of turning muck to brass, which it is arguable that charity bag collections do, by providing an in income for charities for goods that would normally be thrown away.  While previous research has highlighted that charity bag collections are becoming an increasingly significant source of income for charities, enabling charities to metaphorically turn muck into brass, research has been rather disparate in its analysis of four main issues highlighted as pertinent to this growth.  These are: the frequency of collection requests; the amount of materials collections provide; the amount of commission received by charities from outsourced collections, and the extent of bogus/fraudulent collections. This paper uses data collected over a 12 month period using a convenience sampling method to explore these issues in some empirical detail.  The findings particularly suggest in that there are a number of processes through which charities undertake their collections which risks undermining the current and future income from charity bags, and which thereby has the potential to  invert the metaphor, and turn what has become muck to brass into brass to muck, thereby losing out on a significant income stream.
Intentional Rounding - A Critique of the Evidence	Intentional rounding has been heavily  promoted by the prime minister David  Cameron and others and is being widely  implemented in UK hospitals. It is claimed  that the practice has a number of benefits,  including reduction in call bell use, falls and  pressure ulcers and increased satisfaction.  In this article, I will submit these claims to  close scrutiny and argue that the evidence  base is too flimsy to support the claims.  Similarly, the Friends and Family test is  being implemented despite the absence of  any supportive evidence. The Francis  report stated that change cannot be  implemented through top-down  pronouncements, and yet this is exactly  what is happening with rounding and the  Friends and Family test.  Individual nurses and nurse managers  should look more to evidence than to  political expedience when implementing  nursing policies.
Why is Research Still Invisible in Further Education?	This article takes as its starting point earlier research reported by Geoffrey Elliott in 1996. That study found that research was consistantly marginalised in the FE sector, and identified a number of structural factors that contributed to this ‘invisibility’. This new study draws upon a small sample of lecturers who belong to a Further and Higher Education Early Years Partnership. Through the participants’ voices and perspectives, the authors identify continuing dissonance and issues of research marginalisation. The discussion also highlights contemporary educational discourse, with its predominant focus upon measurable value at the expense of values, as a key factor in sustaining a culture that is antithetic to thoughtful reflection and research. The authors identify the development of a ‘collaborative centralised’ research community as critical to an alternative possibility for research in further education.
The Impact of Ramadan on Lifestyle Behaviours and Implications for Cardiac Rehabilitation: A Review	Introduction: The Muslim population worldwide have a higher incidence of cardiovascular disease than that of the non-Muslim population, and this may become exaggerated during the religious observances of Ramadan. This review assessed the evidence regarding the impact of Ramadan on lifestyle behaviours in Muslims with cardiovascular disease.   Method: This article reviews the literature concerning the impact of Ramadan on lifestyle behaviours and its effects on cardiac rehabilitation between 2000 and 2012. Studies were identified, using Academic Search Complete, Google Scholar, Psyclnfo, PsycARTICLES, Medline and CINAHL Plus. The search terms used were: 'cardiac rehabilitation'; 'cardiovascular disease'; 'Ramadan'; 'fasting'; 'physical activity'; 'exercise'; 'diet'; 'smoking'; 'sleep'; 'behaviour change'; 'medication'; and 'treatment'.   Findings: Evidence suggests that fasting during Ramadan can have a beneficial effect on factors such as cholesterol levels, body weight and blood pressure; however, benefits are rarely sustained in the long term. Other behavioural changes such as non-adherence to medication, and diet and exercise regimes have more negative consequences for sufferers of cardiac disease.   Conclusions: Lifestyle behaviours adopted during Ramadan can have a negative impact on cardiovascular disease. Health professionals are urged to find innovative ways to engage this population in healthy lifestyle choices throughout this period.
‘New’ Migrants in the British Countryside	The eastward expansion of the European Union (EU) in the early 2000s had a number of consequences. One of these, deriving from the EU principle of freedom of movement and the associated relaxation of border restrictions, was a  marked increase in migration from the new member states into the longer established western ones. Within the United Kingdom much of that migration was towards larger urban centres, but a relatively high (and perhaps unexpected)  proportion was to smaller towns, villages and more rural areas. This article explores the extent of this migration and, more specifically, it seeks to highlight some of the reactions to it. In doing so, there is a focus on rural parts of the English west midlands, in particular the county of Herefordshire. The article places this migratory movement within the context of increased east-west  migration more generally, the regulatory environment surrounding it, and the broader responses to it at a national level.
The Changing Face of Adoption in England: Opportunities and Dilemmas	The Coalition Government in England has recently undertaken a radical review of adoption services. Informed by business and managerial principles, the government strategy, ‘An Action Plan for Adoption: Tackling Delay’ (DfE, 2012a), is designed to increase the number of adoptions, widen the pool of adoptive applicants and reduce the costs occurred by keeping children unnecessarily in the looked after system of care. The new strategy has been opposed by many in the social work profession who fear that a speeding up of the adoption process will erode social work values and practice. Previous governments have attempted to bring about radical change in adoption practices across England, but with little success. The paper reviews some of the dilemmas raised by the new adoption proposals, such as the opportunity to bring about success and to change the outcomes for children needing adoption as supported by the body of research into the potential positive effects of adoption on children’s outcome. However the paper is questioning whether managerialist tools such as league tables of local authority performance have any place in child-centred adoption practice.
Patients’ Experiences of Negative Pressure Wound Therapy for the Treatment of Wounds: a Review	To review the research on patients’ experiences of undergoing negative pressure wound therapy (NPWT). A literature search was carried out using the following databases: Academic Search Complete, CINAHL, PsychINFO, MEDLINE, PubMed and PsyARTICLES. The search covered the period from 2001 to 2012, using the key words: [‘negative pressure wound therapy’ OR ‘vacuum-assisted closure’ OR ‘topical negative therapy’] AND [‘patients’ experiences’ OR ‘psychological’ OR ‘stress’ OR ‘anxiety’ OR ‘wellbeing’ OR ‘pain’ OR ‘quality of life’ OR ‘physical’]. Twenty-five relevant articles were included. NPWT is generally considered to be successful in reducing wound depth and facilitating healing. However, studies have highlighted a number of issues that need to be considered. For example, the type of dressing used during treatment can have a significant effect on patients’ experience of pain. Furthermore, the NPWT system can cause patients to feel  anxious due to both the patient and the health professional being unfamiliar with this form of treatment. It can also restrict patients’ daily care and wider social life, which may result in a negative self-image and low self-esteem. Despite this, some studies have reported positive improvements to patients’ quality of life. Additionally, since NPWT can lead to faster healing, any detrimental impact upon patients’ wellbeing may be short-term and less prolonged than that of other treatments. Compared with other treatments, there is evidence to show that NPWT can lead to faster wound healing, and a reduced frequency of dressing changes and other treatments. However, there are a number of challenges with the use of NPWT, which need to be explored further so that improvements can be made. Specifically, certain aspects of NPWT may impact negatively on patients’ wellbeing, albeit shortterm. Therefore, research needs to explore patients’ experiences of NPWT throughout the treatment process and to consider how this can be improved to minimise any negative effects.
Is Online Patchwork Text Assessment a Panacea for Assessment Practices in Higher Education?	Although assessment is acknowledged as being of central importance to the student learning experience,  assessment practices have been consistently highlighted as one of the weakest features by the Quality Assurance  Agency and identified by many as a crisis within higher education. This paper explores the use of Patchwork  Text Assessment within a level 6 undergraduate psychology module and considers the potential of this method  for enhancing the learning experiences of psychology undergraduates, facilitating the process of self-reflection  and allowing students to make explicit the nature of their learning ‘journey’.
Challenging Teenage and Young Adult Reading in the UK: The Novels of Philip Reeve	A discussion of Philip Reeve's 'No Such Thing As Dragons' (2009) and 'Here Lies Arthur' (2007)
